I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
4;4;4;4;;-;29;15;23;17;1;4;24%;17;0;35%;18%;47;2;3;24;51%;40%;1;0;1 Ana Bjelica ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
1;1;1;1;;-;7;3;4;19;0;0;21%;23;1;26%;17%;19;2;0;6;32%;21%;1;0;2 Samara Rodrigues De Almeida ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
3;3;3;3;;-;21;10;14;19;1;2;16%;0;0;-;-;43;3;3;16;37%;23%;3;0;3 Bruna Honorio Marques ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;*;;-;0;0;-1;0;0;0;-;23;1;57%;30%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
2;2;2;2;;-;6;6;4;18;2;0;0%;0;0;-;-;7;0;0;3;43%;43%;3;0;8 Izabela Ba³ucka ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;;;-;1;1;1;0;0;0;-;0;0;-;-;3;0;0;0;0%;0%;1;0;9 Andressa Picussa ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Justyna £ukasik ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Julia Twardowska ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;5;0;40%;20%;0;0;0;0;-;-;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Paulina Zaborowska ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
5;5;5;5;;-;9;4;5;9;2;1;-11%;0;0;-;-;9;0;2;7;78%;56%;1;0;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
6;6;6;6;;-;5;2;5;14;0;0;14%;0;0;-;-;4;0;0;3;75%;75%;2;0;18 Katarzyna Skorupa ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
6;;3;4;;-;5;3;3;7;1;0;0%;1;1;0%;0%;8;0;0;4;50%;50%;1;0;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;3 Julie Oliveira Souza ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
5;6;2;3;;-;6;2;-4;14;1;0;0%;15;2;27%;13%;32;3;4;6;19%;-3%;0;0;4 Jessica Rivero Marin ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
2;3;5;6;;-;18;9;8;9;1;0;0%;42;3;24%;12%;38;3;3;18;47%;32%;0;0;6 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
4;5;1;2;;-;10;1;5;8;1;0;-12%;1;0;0%;0%;18;1;3;8;44%;22%;2;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
3;4;6;1;;-;15;4;12;15;0;1;20%;1;0;100%;100%;20;1;2;12;60%;45%;2;0;10 Shelly Stafford ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;*;;-;0;0;-1;0;0;0;-;30;1;63%;37%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;*;;-;1;1;1;7;0;1;28%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
;1;;*;;-;3;1;2;2;0;0;0%;0;0;-;-;4;1;0;1;25%;0%;2;0;17 Paulina Majkowska ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
1;2;4;5;;-;1;0;-1;12;2;0;-17%;0;0;-;-;2;0;0;0;0%;0%;1;0;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;0;0;-;-;1;0;0;0;0%;0%;0;0;62 Marta Matejko ;I£ Capital Legionovia Legionowo;23.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;23.03.2021, 17:30
5;5;5;5;;-;8;5;4;12;1;1;0%;13;0;85%;54%;17;3;0;4;24%;6%;3;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
1;1;1;1;;-;2;0;1;13;1;0;0%;0;0;-;-;3;0;0;1;33%;33%;1;2;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
3;3;3;3;;-;15;7;11;15;2;1;-7%;0;0;-;-;14;2;0;8;57%;43%;6;6;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
4;4;4;4;;-;22;3;12;14;3;0;-14%;0;0;-;-;42;5;2;18;43%;26%;4;1;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
6;6;6;6;;-;13;5;10;10;2;2;0%;0;0;-;-;14;0;1;7;50%;43%;4;3;8 Indy Baijens ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;*;*;*;;-;0;0;-1;2;0;0;0%;0;0;-;-;1;1;0;0;0%;-100%;0;0;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
2;2;2;2;;-;14;4;9;18;2;0;-11%;31;2;55%;26%;19;0;1;13;68%;63%;1;0;12 Olga Strantzali ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
*;*;*;*;;-;0;0;-1;0;0;0;-;29;1;55%;24%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
*;*;*;*;;-;1;1;0;6;1;1;17%;6;0;33%;17%;1;0;0;0;0%;0%;0;0;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
*;;*;*;;-;0;0;0;6;0;0;17%;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;21 Sonia Kubacka ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
*;*;*;*;;-;0;0;-1;0;0;0;-;21;1;71%;33%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
6;6;5;6;;-;0;0;-2;9;1;0;-11%;0;0;-;-;3;1;0;0;0%;-33%;0;1;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
5;5;4;5;;-;7;3;6;17;1;1;6%;0;0;-;-;5;0;0;4;80%;80%;2;4;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
4;4;3;4;;-;10;3;1;14;1;0;-7%;35;1;51%;17%;36;5;2;10;28%;8%;0;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
2;2;1;2;;-;8;2;3;8;1;0;-12%;0;0;-;-;14;1;3;7;50%;21%;1;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
3;3;2;3;;-;20;2;9;17;3;0;-12%;0;0;-;-;45;2;6;20;44%;27%;0;1;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
1;1;6;1;;-;14;7;-1;17;1;2;18%;28;3;32%;14%;35;3;8;11;31%;0%;1;1;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
*;*;*;*;;-;0;0;0;5;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Oliwia Poreda ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;15.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;15.03.2021, 20:30
*;*;*;;;-;0;0;-1;0;0;0;-;20;1;45%;40%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
6;6;6;;;-;1;0;0;12;0;0;0%;1;1;0%;0%;0;0;0;0;-;-;1;0;2 Julia Nowicka ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Oliwia Michalak ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
5;5;5;;;-;4;4;3;11;0;2;18%;0;0;-;-;4;0;1;1;25%;0%;1;4;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
*;;;;;-;1;1;1;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;1;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
4;4;1;;;-;13;4;9;11;0;0;0%;23;1;30%;13%;27;1;2;12;44%;33%;1;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
2;2;2;;;-;3;2;-1;6;0;0;0%;0;0;-;-;8;2;2;1;13%;-38%;2;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
3;3;3;;;-;14;5;2;10;3;0;-30%;0;0;-;-;35;4;5;12;34%;9%;2;3;12 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
1;1;4;;;-;12;6;4;9;0;0;0%;23;2;30%;17%;28;1;5;11;39%;18%;1;2;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;*;*;;;-;0;0;-1;6;1;0;-17%;0;0;-;-;0;0;0;0;-;-;0;0;20 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;22 Oliwia Poreda ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
*;*;;;;-;0;0;-3;0;0;0;-;1;0;0%;0%;5;2;1;0;0%;-60%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
5;5;5;;;-;3;1;1;8;0;0;0%;13;0;92%;38%;10;1;1;2;20%;0%;1;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
1;1;1;;;-;1;1;1;17;0;1;6%;0;0;-;-;1;0;0;0;0%;0%;0;1;4 Marlena Kowalewska ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
3;3;3;;;-;9;5;6;14;1;0;-7%;1;0;0%;0%;10;1;1;5;50%;30%;4;7;5 Agnieszka K¹kolewska ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
4;4;4;;;-;26;9;23;7;1;0;-14%;0;0;-;-;45;0;2;20;44%;40%;6;0;6 Jovana Brakocevic-Canzian ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
6;6;6;;;-;7;4;2;5;1;0;-20%;1;1;0%;0%;10;2;1;3;30%;0%;4;2;8 Indy Baijens ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;*;*;;;-;1;1;1;3;0;1;33%;0;0;-;-;0;0;0;0;-;-;0;0;11 Martyna £ukasik ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
2;2;2;;;-;11;4;-1;17;2;2;0%;31;1;42%;19%;27;5;4;8;30%;-4%;1;0;12 Olga Strantzali ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;17;0;59%;41%;0;0;0;0;-;-;0;0;13 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;*;;;-;1;1;0;3;1;1;0%;0;0;-;-;0;0;0;0;-;-;0;0;14 Natalia Mêdrzyk ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Aleksandra ¯urawska (L);I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Paulina Ba³dyga ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Sinead Jack Kisal ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;21 Sonia Kubacka ;I£ Capital Legionovia Legionowo;21.03.2021I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;21.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Katarina Osadchuk ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
6;1;5;1;;-;14;5;10;14;2;0;-14%;0;0;-;-;19;1;1;11;58%;47%;3;6;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
5;6;4;6;;-;10;1;7;14;0;0;7%;29;0;66%;28%;17;0;3;9;53%;35%;1;0;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
2;3;1;3;;-;13;4;4;13;2;0;-15%;26;0;46%;15%;38;2;5;11;29%;11%;2;1;7 Katarina Lazoviæ ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
;;;*;;-;0;0;0;3;0;0;33%;0;0;-;-;0;0;0;0;-;-;0;0;8 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
;;;*;;-;1;0;1;3;0;0;0%;0;0;-;-;1;0;0;1;100%;100%;0;0;9 Nadja Ninkoviæ ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
*;;*;*;;-;0;0;0;5;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;10 Agata Wawrzyñczyk ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
1;2;6;2;;-;1;0;1;17;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;4;12 Britt Bongaerts ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
;*;*;*;;-;0;0;0;0;0;0;-;4;0;25%;0%;0;0;0;0;-;-;0;0;13 Krystyna Strasz ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
3;4;2;4;;-;11;4;9;22;2;0;0%;0;0;-;-;9;0;0;6;67%;67%;5;6;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Oliwia Laszczyk (L);I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
4;5;3;5;;-;21;8;11;9;4;0;-44%;0;0;-;-;41;5;1;20;49%;34%;1;3;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;18;0;39%;28%;0;0;0;0;-;-;0;0;33 Magdalena Saad (L);I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
4;3;1;1;;-;8;1;0;17;1;0;-6%;37;0;59%;24%;28;4;3;7;25%;0%;1;1;1 Aleksandra Kaza³a ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Aleksandra Szczyg³owska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
2;1;2;2;;-;10;4;8;15;2;0;-13%;0;0;-;-;18;0;0;6;33%;33%;4;4;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Wawrzyniak ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
*;*;*;;;-;0;0;0;5;0;0;20%;3;0;33%;0%;0;0;0;0;-;-;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
5;4;5;5;;-;10;2;6;16;4;0;-19%;0;0;-;-;14;0;0;9;64%;64%;1;3;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;25;0;56%;28%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
6;5;6;6;;-;18;5;6;10;0;0;0%;0;0;-;-;51;6;6;16;31%;8%;2;1;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
1;6;4;4;;-;21;7;13;10;3;0;-20%;25;0;68%;32%;49;2;3;19;39%;28%;2;0;22 Weronika Szlagowska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
3;2;3;3;;-;0;0;-2;16;2;0;-6%;0;0;-;-;2;0;0;0;0%;0%;0;2;23 Natalia Gajewska ;I£ Capital Legionovia Legionowo;14.03.2021I£ Capital Legionovia Legionowo-3:1-Grupa Azoty Chemik Police;14.03.2021, 17:30
5;4;3;4;;-;11;3;7;16;1;1;0%;0;0;-;-;13;1;2;6;46%;23%;4;3;3 Karolina Dru¿kowska ;I£ Capital Legionovia Legionowo;22.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;22.03.2021, 17:30
*;6;5;6;;-;7;2;-1;11;1;1;9%;29;2;48%;21%;25;1;4;5;20%;0%;1;1;10 Andrea Kossanyiova ;I£ Capital Legionovia Legionowo;22.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;22.03.2021, 17:30
1;;*;;;-;1;0;-1;3;0;0;0%;5;1;0%;0%;3;0;1;1;33%;0%;0;0;11 Dagmara D¹browska ;I£ Capital Legionovia Legionowo;22.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;22.03.2021, 17:30
2;1;6;1;;-;3;1;-1;8;3;0;-38%;1;0;0%;0%;10;1;0;3;30%;20%;0;5;13 Martyna Œwirad ;I£ Capital Legionovia Legionowo;22.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;22.03.2021, 17:30
*;*;*;*;;-;0;0;0;0;0;0;-;20;0;65%;40%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);I£ Capital Legionovia Legionowo;22.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;22.03.2021, 17:30
6;5;4;5;;-;19;5;9;11;1;0;-9%;0;0;-;-;43;1;8;16;37%;16%;3;1;18 Gabriela Orvosova ;I£ Capital Legionovia Legionowo;22.03.2021I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;22.03.2021, 17:30
