I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b³;as;eff%;liczba;b³1;poz%;perf%;liczba1;b³2;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;20 Daria Przyby³a (L);I£ Capital Legionovia Legionowo;09.04.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;09.04.2022, 17:30
;;*;;;-;2;1;2;0;0;0;-;0;0;-;-;4;0;0;2;50%;50%;0;0;27 Ann Kalandadze ;I£ Capital Legionovia Legionowo;09.04.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;09.04.2022, 17:30
4;4;3;4;;-;12;7;10;19;1;2;16%;1;0;0%;0%;14;0;1;6;43%;36%;4;6;95 Magdalena Jurczyk ;I£ Capital Legionovia Legionowo;09.04.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;09.04.2022, 17:30
;;;*;;-;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;98 Julia Biñczycka ;I£ Capital Legionovia Legionowo;09.04.2022I£ Capital Legionovia Legionowo-1:3-Grupa Azoty Chemik Police;09.04.2022, 17:30
6;5;6;;;-;9;4;4;15;0;2;20%;7;1;57%;29%;18;1;3;6;33%;11%;1;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;7;0;57%;57%;0;0;0;0;-;-;0;0;3 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;*;4;;;-;4;2;4;6;0;1;33%;0;0;-;-;2;0;0;1;50%;50%;2;3;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Pietra Jukoski ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
1;6;;;;-;3;1;1;2;1;0;-50%;1;1;0%;0%;5;0;0;2;40%;40%;1;1;6 Kamila Witkowska ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
5;4;5;;;-;18;8;15;10;0;1;10%;0;0;-;-;30;1;2;15;50%;40%;2;1;7 Valentina Diouf ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Weronika Sobiczewska ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
2;1;2;;;-;0;0;0;13;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;1;12 Roberta Ratzke ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Angelika Gajer ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
4;3;1;;;-;10;4;6;14;2;0;0%;0;0;-;-;12;1;1;5;42%;25%;5;2;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Julita Piasecka ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
3;2;3;;;-;12;8;3;13;4;1;-8%;32;1;53%;19%;17;1;3;8;47%;24%;3;1;21 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;25 Zuzanna Pieniak ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;27 Alicja Jaryszek ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
1;1;1;;;-;8;2;-1;8;1;2;12%;17;2;59%;47%;22;2;4;6;27%;0%;0;1;1 Natalia Murek ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
6;6;6;;;-;1;0;-2;9;2;0;-11%;0;0;-;-;3;1;0;0;0%;-33%;1;1;4 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
*;*;4;;;-;2;2;-2;2;0;0;0%;13;1;23%;23%;10;2;1;1;10%;-20%;1;0;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
3;3;3;;;-;11;3;2;10;1;0;-10%;0;0;-;-;26;3;5;8;31%;0%;3;1;8 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
5;5;5;;;-;9;2;8;9;0;1;11%;0;0;-;-;10;1;0;5;50%;40%;3;1;9 Freya Aelbrecht ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
*;*;;;;-;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;11 Kamila Kobus ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
4;4;*;;;-;1;1;-2;4;1;0;-25%;9;1;78%;56%;10;0;1;1;10%;0%;0;2;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
*;;;;;-;0;0;0;0;0;0;-;2;0;50%;0%;0;0;0;0;-;-;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
2;2;2;;;-;6;2;2;8;1;0;-12%;3;0;0%;0%;11;0;3;5;45%;18%;1;3;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
*;*;*;;;-;0;0;-1;0;0;0;-;22;1;41%;23%;0;0;0;0;-;-;0;0;16 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;04.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;04.04.2022, 17:30
2;1;1;;;-;16;6;7;8;5;0;-62%;15;0;40%;27%;27;1;3;15;56%;41%;1;2;1 Natalia Murek ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
1;6;6;;;-;2;0;1;7;1;0;0%;0;0;-;-;2;0;0;2;100%;100%;0;3;4 Aleksandra Szczepañska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
5;4;;;;-;2;0;-1;6;0;0;33%;10;1;40%;30%;9;0;2;2;22%;0%;0;0;6 Aleksandra Wójcik ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
*;;3;;;-;4;0;1;4;0;0;25%;0;0;-;-;10;0;3;4;40%;10%;0;0;8 Katarzyna Zaroœliñska-Król ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
6;5;5;;;-;6;2;6;5;0;0;0%;0;0;-;-;16;0;0;5;31%;31%;1;2;9 Freya Aelbrecht ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
*;*;*;;;-;0;0;-1;3;1;0;-33%;0;0;-;-;0;0;0;0;-;-;0;0;11 Kamila Kobus ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
4;3;4;;;-;7;2;1;14;0;1;7%;7;0;86%;29%;24;4;2;6;25%;0%;0;0;12 Alexandra Laziæ ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
*;*;*;;;-;0;0;0;2;0;0;0%;0;0;-;-;1;0;0;0;0%;0%;0;0;13 Renata Bia³a ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
3;2;2;;;-;4;2;3;10;1;1;10%;1;0;100%;100%;4;0;0;2;50%;50%;1;1;15 Kornelia Moskwa ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
*;*;*;;;-;0;0;-2;0;0;0;-;34;2;35%;29%;0;0;0;0;-;-;0;0;16 Agnieszka Adamek (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
5;6;5;;;-;7;2;4;14;1;0;14%;10;0;40%;20%;14;1;1;5;36%;21%;2;1;2 Martyna Grajber ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
*;*;*;;;-;0;0;0;0;0;0;-;10;0;60%;50%;0;0;0;0;-;-;0;0;3 Paulina Maj-Erwardt (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
;*;*;;;-;4;3;3;4;0;1;25%;0;0;-;-;1;0;1;0;0%;-100%;3;1;4 Joanna Pacak ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Pietra Jukoski ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
6;1;6;;;-;8;4;7;4;0;0;0%;0;0;-;-;13;1;0;6;46%;38%;2;1;6 Kamila Witkowska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
4;5;4;;;-;22;11;18;12;0;2;25%;0;0;-;-;37;3;1;19;51%;41%;1;1;7 Valentina Diouf ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;8 Weronika Sobiczewska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
1;2;1;;;-;1;0;-2;10;1;0;-10%;1;0;0%;0%;7;2;0;1;14%;-14%;0;3;12 Roberta Ratzke ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Angelika Gajer ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
3;4;3;;;-;9;3;7;12;2;0;0%;0;0;-;-;13;0;0;8;62%;62%;1;5;15 Klaudia Alagierska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Julita Piasecka ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
2;3;2;;;-;10;5;3;18;3;0;-11%;30;2;43%;27%;18;2;0;9;50%;39%;1;1;21 Veronica Jones-Perry ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-0:3-Grupa Azoty Chemik Police;10.04.2022, 17:30
2;3;;;;-;2;1;1;6;1;0;-17%;0;0;-;-;2;0;0;1;50%;50%;1;0;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
1;2;1;;;-;17;7;11;11;2;1;-9%;22;0;50%;27%;33;2;2;12;36%;24%;4;1;3 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
*;*;;;;-;0;0;-1;3;1;0;-33%;0;0;-;-;0;0;0;0;-;-;0;0;6 Magdalena Damaske ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;2;;;-;3;2;3;4;0;0;0%;0;0;-;-;3;0;0;2;67%;67%;1;0;8 Sonia Stefanik ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
4;5;4;;;-;10;2;7;19;2;1;-5%;21;0;33%;10%;19;0;1;8;42%;37%;1;1;10 Yaprak Erkek ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
*;*;*;;;-;0;0;0;0;0;0;-;16;0;56%;19%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Maja Szymañska ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
3;4;3;;;-;16;7;9;14;2;3;7%;0;0;-;-;30;3;2;11;37%;20%;2;0;17 Gyselle Silva Franco ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
5;6;5;;;-;13;7;8;10;2;1;-10%;1;1;0%;0%;15;2;0;8;53%;40%;4;4;18 Aleksandra Gryka ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
6;1;6;;;-;3;3;1;13;2;1;0%;0;0;-;-;3;0;0;1;33%;33%;1;1;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;2 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
5;5;5;;;-;4;2;2;9;2;0;0%;0;0;-;-;7;0;0;1;14%;14%;3;3;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
*;*;;;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
6;6;6;;;-;3;1;1;9;1;0;-11%;1;0;0%;0%;8;1;0;3;38%;25%;0;3;7 Martyna £azowska ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
1;*;1;;;-;6;0;-1;7;0;0;0%;20;4;40%;35%;16;2;1;6;38%;19%;0;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
2;2;2;;;-;3;2;0;14;2;0;-14%;0;0;-;-;5;1;0;2;40%;20%;1;3;9 Weronika Centka ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
3;3;3;;;-;7;3;-2;12;2;0;-17%;0;0;-;-;30;1;6;7;23%;0%;0;0;10 Ana Cleger ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
4;4;4;;;-;21;5;11;11;2;1;0%;25;2;56%;20%;35;2;4;19;54%;37%;1;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Daria Skomorowska (L);I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
*;*;*;;;-;0;0;-1;0;0;0;-;17;1;65%;41%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Maja Pelczarska ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
*;1;;;;-;2;1;-2;5;1;0;-20%;5;0;40%;20%;11;0;3;2;18%;-9%;0;0;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;03.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;03.04.2022, 20:30
*;;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;2 Justyna Kêdziora ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
4;2;4;;;-;7;2;7;9;0;0;0%;2;0;0%;0%;5;0;0;4;80%;80%;3;6;5 Ma³gorzata Lisiak ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
*;;;;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Anna Lewandowska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
5;3;5;;;-;3;3;1;16;2;1;-6%;0;0;-;-;4;0;0;1;25%;25%;1;2;7 Martyna £azowska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
*;*;*;;;-;2;1;2;1;0;0;0%;4;0;50%;25%;5;0;0;1;20%;20%;1;0;8 Zuzanna Górecka ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
1;5;1;;;-;7;3;4;8;2;0;-25%;0;0;-;-;5;1;0;4;80%;60%;3;4;9 Weronika Centka ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
2;6;2;;;-;17;9;13;11;2;3;9%;0;0;-;-;27;1;1;12;44%;37%;2;1;10 Ana Cleger ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
3;1;3;;;-;15;7;12;16;1;0;6%;11;0;27%;18%;28;1;1;14;50%;43%;1;0;14 Monika Fedusio ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Daria Skomorowska (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
*;*;*;;;-;0;0;-1;0;0;0;-;13;1;46%;31%;0;0;0;0;-;-;0;0;18 Justyna £ysiak (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;23 Maja Pelczarska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
6;4;6;;;-;6;5;-2;9;2;1;-11%;24;2;17%;8%;26;4;0;5;19%;4%;0;1;24 Paulina Damaske ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
2;;*;;;-;1;0;-1;4;0;0;25%;0;0;-;-;4;1;1;1;25%;-25%;0;1;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
1;1;4;;;-;12;6;1;13;3;2;-8%;32;3;44%;22%;28;3;2;10;36%;18%;0;0;3 Olivia Ró¿añski ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Magdalena Damaske ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
*;*;;;;-;1;0;1;0;0;0;-;0;0;-;-;3;0;0;1;33%;33%;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;2;5;;;-;1;0;1;3;0;0;0%;1;0;100%;0%;3;0;0;1;33%;33%;0;0;8 Sonia Stefanik ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
4;4;1;;;-;10;3;7;13;0;0;15%;9;0;33%;11%;28;0;3;10;36%;25%;0;3;10 Yaprak Erkek ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
*;*;*;;;-;0;0;-2;0;0;0;-;22;2;36%;18%;0;0;0;0;-;-;0;0;11 Izabela Lemañczyk (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
*;*;;;;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana D¹browska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Hanna Tylska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Maja Szymañska ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
3;3;6;;;-;9;3;1;10;1;1;10%;0;0;-;-;32;4;3;8;25%;3%;0;3;17 Gyselle Silva Franco ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
5;5;2;;;-;6;2;3;6;1;0;-17%;0;0;-;-;9;0;2;4;44%;22%;2;2;18 Aleksandra Gryka ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
6;6;3;;;-;1;1;0;7;1;0;-14%;0;0;-;-;3;0;0;1;33%;33%;0;4;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;10.04.2022I£ Capital Legionovia Legionowo-3:0-Grupa Azoty Chemik Police;10.04.2022, 14:45
